RAJ2000,DEJ2000,R,GCVS,RAJ2000,DEJ2000,VarType,l_Maxmag,Maxmag,n_Maxmag,l_Minmag,Minmag,n_Minmag,Names
267.65275,-32.9238333, ,Sco      ,17 50 36.66,-32 55 25.8,UG:    , ,    , , ,    , ,Bul_sc40_3491
267.7498333,-33.5604167, ,Sco      ,17 50 59.96,-33 33 37.5,UG     , ,18.3,I, ,20.1,I,Bul_sc40_677
267.7502083,45.0115278,*,Her6     ,17 51 00.05,+45 00 41.5,non-CV , ,    , , ,    , ,NSV 9787
267.8409583,-37.4153333, ,V697 Sco ,17 51 21.83,-37 24 55.2,NA/DQ  , ,10.2,p, ,20,c,
267.9597917,-32.5333611,*,V977 Sco ,17 51 50.35,-32 32 00.1,N      , ,9.4,r, ,21,j,
267.9620417,-14.7307222, ,LW Ser   ,17 51 50.89,-14 43 50.6,NA     , ,8.3,v, ,20.6,B,
267.983875,-35.4181667,*,V382 Sco ,17 51 56.13,-35 25 05.4,N:     , ,9.5,p, ,22,j,HV 7006
267.9916667,-35.3894444,*,V720 Sco ,17 51 58.00,-35 23 22.0,N      , ,7.5,p, ,21, ,He 3-1503
267.9986667,-32.8191944, ,Sco      ,17 51 59.68,-32 49 09.1,UG:    , ,    , , ,    , ,Bul_sc41_3228
268.0033333,-28.0225,*,KW Sgr   ,17 52 00.80,-28 01 21.0,non-CV , ,    , , ,    , ,HDE 316496
268.1128333,-32.9860833, ,Sco      ,17 52 27.08,-32 59 09.9,UG:    , ,    , , ,    , ,Bul_sc41_2587
268.1362083,-17.6854722,*,V4334 Sgr,17 52 32.69,-17 41 07.7,non-CV , ,    , , ,    , ,Sakurai's var.
268.160375,7.5512222, ,V982 Oph ,17 52 38.49,+07 33 04.4,UG     , ,15.3,p,<,17.2,p,S 4187
268.2979583,-35.8376111, ,V696 Sco ,17 53 11.51,-35 50 15.4,NA     , ,7.5,p, ,19.5,j,
268.3,-29.5736111,*,V2415 Sgr,17 53 12.00,-29 34 25.0,N      , ,13,p,<,18,p,
268.3253333,-31.2264167,*,V744 Sco ,17 53 18.08,-31 13 35.1,N:     , ,13.3,p, ,21,p,
268.4166667,-30.7588889,*,Sco      ,17 53 40.00,-30 45 32.0,N      , ,13.8,p, ,    , ,NSV 9808
268.4185417,-29.56225, ,Sgr      ,17 53 40.45,-29 33 44.1,UG     , ,18,I, ,19.8,I,Bul_sc3_7898
268.4249583,-29.0356667, ,V4092 Sgr,17 53 41.99,-29 02 08.4,N:     , ,10.5,v, ,    , ,
268.448875,-29.7438611, ,Sgr      ,17 53 47.73,-29 44 37.9,UGSU:  , ,17.6,I, ,20.3,I,Bul_sc3_6033
268.525,-34.3544444,*,V711 Sco ,17 54 06.00,-34 21 16.0,N:     , ,9.7,p, ,19,j,HV 3061
268.5458333,-30.8141667,*,Sco      ,17 54 11.00,-30 48 51.0,non-ex , ,    , , ,    , ,NSV 24027
268.5466667,-30.0477778,*,V1141 Sco,17 54 11.20,-30 02 52.0,N      , ,8.5,V, ,17.6,V,
268.6685833,-26.2375556,*,V4643 Sgr,17 54 40.46,-26 14 15.2,NA     , ,8.1,V, ,16,V,
268.6791667,-28.6947222,*,Sgr      ,17 54 43.00,-28 41 41.0,N      , ,13, , ,    , ,NSV 9828
268.7749167,-29.3424167,*,Sgr      ,17 55 05.98,-29 20 32.7,CV:    , ,20.1,V, ,    , ,m403.47614.3183
268.791,-19.7669444, ,V4642 Sgr,17 55 09.84,-19 46 01.0,NA     , ,10.4,V,<,19,V,
268.8427083,-33.2498611,*,V745 Sco ,17 55 22.25,-33 14 59.5,NRA    , ,11.2,p, ,21,j,
268.854125,-31.0281944,*,V1142 Sco,17 55 24.99,-31 01 41.5,NA     , ,6.9,V,<,20,V,
268.9699167,-14.0214167,*,MU Ser   ,17 55 52.78,-14 01 17.1,NA     , ,7.7,v,<,21,p,
269.0312083,-27.3716389,*,V732 Sgr ,17 56 07.49,-27 22 17.9,NA     , ,6.5,p,<,16,p,HDE 316633
269.0900417,-31.0949444, ,Sco      ,17 56 21.61,-31 05 41.8,UG:    , ,    , , ,    , ,Bul_sc22_880
269.14225,-31.82675,*,V960 Sco ,17 56 34.14,-31 49 36.3,N      , ,10.5,v, ,20,j,
269.188125,-30.7175556, ,Sco      ,17 56 45.15,-30 43 03.2,UG:    , ,    , , ,    , ,Bul_sc22_3429
269.2788333,-32.3847222,*,V1178 Sco,17 57 06.92,-32 23 05.0,NA     , ,10.2,p,<,17.5,r,HadV92
269.2861667,-35.2606667,*,Sgr      ,17 57 08.68,-35 15 38.4,non-CV , ,    , , ,    , ,NSV 24048
269.3291667,-28.3186111, ,V990 Sgr ,17 57 19.00,-28 19 07.0,NA:    , ,11.1,p,<,14.7,p,
269.4667917,-31.0861667, ,Sco      ,17 57 52.03,-31 05 10.2,UGSU   , ,16.2,I, ,19.7,I,Bul_sc23_2872
269.5888333,-28.3646389,*,V3889 Sgr,17 58 21.32,-28 21 52.7,NA:    , ,8.4,v, ,21,j,
269.6352083,-27.879, ,Sgr      ,17 58 32.45,-27 52 44.4,UG     , ,16,V, ,19.7,V,m401.48296.2600
269.72325,-29.3165833, ,Sgr      ,17 58 53.58,-29 18 59.7,UG     , ,19.1,I, ,20.7,I,Bul_sc20_135
269.7290833,-29.0105,*,V2435 Sgr,17 58 54.98,-29 00 37.8,non-CV , ,    , , ,    , ,
269.7762917,-36.3112778, ,V1275 Sgr,17 59 06.31,-36 18 40.6,NA     , ,7,p, ,18,j,N Sco 1954
269.8188333,-42.5852778,*,Sgr      ,17 59 16.52,-42 35 07.0,UGSU   , ,14.2,p,<,15.5,p,NSV 9923
269.8257083,-29.1646944,*,V4338 Sgr,17 59 18.17,-29 09 52.9,UG:    , ,8,v,<,14,v,
269.847125,-29.0379722,*,V2446 Sgr,17 59 23.31,-29 02 16.7,non-CV , ,    , , ,    , ,
269.9150417,-25.2250833,*,V4683 Sgr,17 59 39.61,-25 13 30.3,non-CV , ,    , , ,    , ,NSV 24062
269.9378333,-32.2724444,*,V4135 Sgr,17 59 45.08,-32 16 20.8,N      , ,10,v, ,21.5,j,
269.9522537,-29.0176957,*,V2468 Sgr,17 59 48.54,-29 01 03.7,UG:    , ,17.4,p, ,18.2,p,
269.9659167,-29.5655278, ,V735 Sgr ,17 59 51.82,-29 33 55.9,UGZ    , ,13.5,p, ,16.5,p,HV 9175
269.9984583,-30.8890278,*,V4741 Sgr,17 59 59.63,-30 53 20.5,NA     , ,9.2,V,<,18,V,N Sgr 2002 No. 1
270.0050833,-29.8440278, ,Sgr      ,18 00 01.22,-29 50 38.5,UG     , ,18.7,V, ,20.7,V,m118.18664.5336
270.0052083,-29.0351111,*,Sgr      ,18 00 01.25,-29 02 06.4,CV:    , ,19.9,V, ,    , ,m113.18676.5195
270.0091667,-30.5085833,*,V787 Sgr ,18 00 02.20,-30 30 30.9,NA:    , ,9.8,p, ,21,j,HDE 316917
270.0232917,-27.5538889,*,V999 Sgr ,18 00 05.59,-27 33 14.0,NB     , ,8,p, ,17.4,B,HD 163982
270.0500833,-30.08775, ,Sgr      ,18 00 12.02,-30 05 15.9,UG:    , ,    , , ,    , ,m118.18790.4766
270.1082083,-39.00975,*,V394 CrA ,18 00 25.97,-39 00 35.1,NRB    , ,7.2,V, ,18.8,V,N Sco 1949
270.1258333,-34.6036389,*,FL Sgr   ,18 00 30.20,-34 36 13.1,NA:    , ,8.3,p, ,20,j,HV 4003
270.14825,8.1704444,*,V2301 Oph,18 00 35.58,+08 10 13.6,AM     , ,16.1,V, ,21,V,Oph1; 1H 1752+081
270.15375,-27.2866667,*,V1944 Sgr,18 00 36.90,-27 17 12.0,N      , ,13,p, ,    , ,SVS 1397
270.1705417,-29.0035556,*,V2493 Sgr,18 00 40.93,-29 00 12.8,non-CV , ,    , , ,    , ,
270.2147917,-29.9477778, ,Sgr      ,18 00 51.55,-29 56 52.0,UGSU   , ,18,V, ,20.5,V,m118.19052.2032
270.2354167,-34.5958333,*,V551 Sgr ,18 00 56.50,-34 35 45.0,UGSU   , ,13.5,p, ,20,p,HV 7095
270.24525,-10.5644722,*,DZ Ser   ,18 00 58.86,-10 33 52.1,N      , ,14,p, ,21,p,
270.25,-28.4050556, ,Sgr      ,18 01 00.00,-28 24 18.2,UG     , ,17.5,V, ,19.7,V,m108.19205.3394
270.3120417,-28.6066667, ,Sgr      ,18 01 14.89,-28 36 24.0,UG     , ,18.6,I, ,20.6,I,Bul_sc30_5126
270.3150833,-27.4631111, ,Sgr      ,18 01 15.62,-27 27 47.2,UG:    , ,    , , ,    , ,m176.19349.6100
270.333875,-28.4325833, ,Sgr      ,18 01 20.13,-28 25 57.3,UG:    , ,    , , ,    , ,Bul_sc30_6421
270.3370833,-26.4113611,*,KY Sgr   ,18 01 20.90,-26 24 40.9,NA:    , ,10.6,p, ,20,j,HV 4480
270.3862917,-28.8733056, ,Sgr      ,18 01 32.71,-28 52 23.9,UG:    , ,    , , ,    , ,Bul_sc30_3025
270.3977083,-29.1251667, ,Sgr      ,18 01 35.45,-29 07 30.6,UGSU   , ,17.8,V, ,20.6,V,m113.19455.4698
270.4041667,-28.7405556,*,V1174 Sgr,18 01 37.00,-28 44 26.0,N      , ,12,p,<,18,p,
270.4297917,-35.6577222, ,V384 Sco ,18 01 43.15,-35 39 27.8,N:     , ,12.3,p, ,18.5,j,HV 7104
270.453125,7.0137778,*,V2561 Oph,18 01 48.75,+07 00 49.6,UG     , ,16.1,c,<,18.5,c,SN 1999bs
270.48425,-27.382,*,Sgr      ,18 01 56.22,-27 22 55.2,N::    , ,15.1,V, ,16.9,V,MACHO pec var
270.5209583,-28.30925, ,Sgr      ,18 02 05.03,-28 18 33.3,UG     , ,17.5,V, ,19.7,V,m108.19597.3208
270.5271667,18.0791389,*,V884 Her ,18 02 06.52,+18 04 44.9,AM     , ,14.5,V, ,    , ,Her5; WGA 1802+1804
270.5910833,-25.3422778,*,V4742 Sgr,18 02 21.86,-25 20 32.2,NA     , ,8,V,<,18,V,N Sgr 2002 No. 2
270.608125,-29.6612778,*,Sgr      ,18 02 25.95,-29 39 40.6,CV:    , ,19.8,V, ,    , ,m119.19707.2379
270.6217083,-28.7555278,*,V4027 Sgr,18 02 29.21,-28 45 19.9,N      , ,11,r,<,21,j,
270.6675417,-29.32225,*,Sgr      ,18 02 40.21,-29 19 20.1,CV:    , ,19.7,V, ,    , ,m114.19842.2283
270.7154167,-29.2538611, ,Sgr      ,18 02 51.70,-29 15 13.9,UG:    , ,    , , ,    , ,m114.19973.4162
270.7555417,-28.0291944,*,Sgr      ,18 03 01.33,-28 01 45.1,CV:    , ,19.3,V, ,    , ,m104.19991.1951
270.775375,-27.5124444,*,V5099 Sgr,18 03 06.09,-27 30 44.8,UGSU   , ,15.4,V, ,19.2,V,MACHO SU UMa var
270.8527917,-28.2898611, ,Sgr      ,18 03 24.67,-28 17 23.5,UG:    , ,    , , ,    , ,m109.20247.4850
270.8542083,11.7991944,*,V2104 Oph,18 03 25.01,+11 47 57.1,N      , ,8.8,v, ,20.5,V,
270.873375,-29.9985833,*,V1431 Sgr,18 03 29.61,-29 59 54.9,N:     , ,17.2,p,<,19.2,p,
270.878625,-26.4745833,*,AT Sgr   ,18 03 30.87,-26 28 28.5,NA:    , ,11,p, ,19,j,HV 1149
270.9076667,-28.0020833,*,V4579 Sgr,18 03 37.84,-28 00 07.5,NB     , ,11,B, ,16.5,B,NSV 24159
270.9152917,40.2057222, ,Her      ,18 03 39.67,+40 12 20.6,DQ     , ,18,B, ,    , ,1RXS J180340+401214
270.988125,-27.8785833, ,Sgr      ,18 03 57.15,-27 52 42.9,UG:    , ,    , , ,    , ,Bul_sc35_3030
270.994875,-28.79425, ,Sgr      ,18 03 58.77,-28 47 39.3,UG:    , ,    , , ,    , ,Bul_sc2_3095
271.0592917,67.9034444,*,EX Dra   ,18 04 14.23,+67 54 12.4,UG     , ,13.5,B, ,17.2,B,Dra5; HS 1804+6753
271.0720833,4.7288889, ,V2335 Oph,18 04 17.30,+04 43 44.0,UG     , ,15,p,<,21,b,Oph4; Antipin V25
271.09525,-30.1130833,*,V1502 Sgr,18 04 22.86,-30 06 47.1,non-CV , ,    , , ,    , ,
271.143625,-30.0865556, ,Sgr      ,18 04 34.47,-30 05 11.6,UG:    , ,    , , ,    , ,m119.20610.3305
271.1966667,-27.1300833, ,Sgr      ,18 04 47.20,-27 07 48.3,UGSU   , ,17.7,V, ,19.3,V,m101.20784.2398
271.2152917,-28.1961389, ,Sgr      ,18 04 51.67,-28 11 46.1,UG     , ,18.9,I, ,20.4,I,Bul_sc35_1171
271.2796667,-27.7191944, ,Sgr      ,18 05 07.12,-27 43 09.1,UG     , ,16.1,V, ,17.6,V,m104.20906.960
271.28575,-29.2811111, ,Sgr      ,18 05 08.58,-29 16 52.0,UG:    , ,    , , ,    , ,m114.20882.3609
271.3,-29.9063889,*,Sgr      ,18 05 12.00,-29 54 23.0,N      , ,10.5, , ,    , ,NSV 10158
271.3849167,-28.8492222, ,Sgr      ,18 05 32.38,-28 50 57.2,UG:    , ,    , , ,    , ,m128.21149.4807
271.3931667,-29.2012778, ,Sgr      ,18 05 34.36,-29 12 04.6,UGSU:  , ,17.8,I, ,19.8,I,Bul_sc33_703
271.39525,-28.5013056, ,Sgr      ,18 05 34.86,-28 30 04.7,UG:    , ,    , , ,    , ,Bul_sc33_4157
271.4041667,-31.6286111,*,V1572 Sgr,18 05 37.00,-31 37 43.0,N      , ,11,p,<,16,p,
271.443,31.6716667, ,V1008 Her,18 05 46.32,+31 40 18.0,UG     , ,13.5,p, ,19.3,B,Antipin V61
271.4732917,-28.0582778,*,Sgr      ,18 05 53.59,-28 03 29.8,CV:    , ,18.6,V, ,    , ,m105.21291.7441
271.5482083,-28.1295278, ,Sgr      ,18 06 11.57,-28 07 46.3,UG:    , ,    , , ,    , ,m105.21419.3841
271.5583333,-31.7408056,*,V1012 Sgr,18 06 14.00,-31 44 26.9,NA:    , ,8,p, ,20,j,HV 3531
271.6904167,-27.4375833,*,V1014 Sgr,18 06 45.70,-27 26 15.3,NA:    , ,10.9,p, ,20,j,HV 3312
271.7860833,-28.7478611,*,V908 Sgr ,18 07 08.66,-28 44 52.3,       , ,    , , ,    , ,V737 Sgr
271.7863333,-28.7478056,*,V737 Sgr ,18 07 08.72,-28 44 52.1,N:     , ,10.3,p, ,19,j,V908 Sgr
271.7943333,-26.9518333, ,Sgr      ,18 07 10.64,-26 57 06.6,UG     , ,18.6,I, ,20.2,I,Bul_sc18_4562
271.8245,-25.8824722, ,Sgr      ,18 07 17.88,-25 52 56.9,UG:    , ,    , , ,    , ,m179.21843.4365
271.8760833,45.8589167,*,DQ Her   ,18 07 30.26,+45 51 32.1,NA/DQ  , ,1.3,v, ,14.6,B,452.1934
271.879625,-22.0925278,*,Sgr      ,18 07 31.11,-22 05 33.1,non-CV , ,    , , ,    , ,CPD -22 6701
271.8837917,-31.3989722, ,Sgr      ,18 07 32.11,-31 23 56.3,UG     , ,17.4,V, ,19.5,V,m124.21890.1808
271.8909583,-29.0105,*,Sgr      ,18 07 33.83,-29 00 37.8,CV:    , ,20.8,V, ,    , ,OGLE MM3 I 58214
271.9009167,-27.3370833, ,V4444 Sgr,18 07 36.22,-27 20 13.5,NA/NR  , ,7.7,V,<,21,V,
271.9039583,-27.3358611, ,Sgr      ,18 07 36.95,-27 20 09.1,UG:    , ,16.7,I, ,21,I,Bul_sc19_1917
271.9279167,-33.3548333,*,V927 Sgr ,18 07 42.70,-33 21 17.4,NA     , ,8,p, ,20,j,
271.9620417,-35.1735833, ,V617 Sgr ,18 07 50.89,-35 10 24.9,NLV    , ,13.6,p, ,15.7,p,HV 7202
271.965375,5.8632778, ,V426 Oph ,18 07 51.69,+05 51 47.8,UGZ/DQ:, ,11.5,V, ,19.4,V,29.1926/SVS 83
271.9654583,-25.89875, ,Sgr      ,18 07 51.71,-25 53 55.5,UG     , ,19.6,V, ,21.3,V,m179.22103.2421
271.9782083,-28.8241111,*,V4121 Sgr,18 07 54.77,-28 49 26.8,N      , ,9.5,v, ,21,j,
271.988375,-27.558, ,Sgr      ,18 07 57.21,-27 33 28.8,UG:    , ,    , , ,    , ,Bul_sc19_713
271.9900417,-29.3040556, ,Sgr      ,18 07 57.61,-29 18 14.6,UG     , ,17.8,V, ,19.8,V,m115.22182.3452
272.0185417,38.7715278, ,PR Her   ,18 08 04.45,+38 46 17.5,UG     , ,14,V, ,21,V,S 4247
272.0332083,-26.2206667,*,Sgr      ,18 08 07.97,-26 13 14.4,UG     , ,16.6,I,<,19,I,MOA-ngb10-1-211
272.055625,-27.30025, ,Sgr      ,18 08 13.35,-27 18 00.9,UG:    , ,    , , ,    , ,Bul_sc19_2209
272.0915833,-54.9381389,*,KY Ara   ,18 08 21.98,-54 56 17.3,UG:    , ,15.1,p,<,21,B,HV 7987
272.1040417,-32.3283611, ,Sgr      ,18 08 24.97,-32 19 42.1,UGSU:  , ,17.3,I, ,19.8,I,Bul_sc6_816
272.1271667,-25.3636667, ,Sgr      ,18 08 30.52,-25 21 49.2,UG     , ,17.4,V, ,18.9,V,m180.22371.886
272.1755833,-31.7096389, ,Sgr      ,18 08 42.14,-31 42 34.7,UG     , ,18.2,I, ,20.3,I,Bul_sc7_1492
272.1833333,34.4594444,*,V631 Her ,18 08 44.00,+34 27 34.0,UG     , ,16.2,p,<,21,p,S 10422
272.2010417,-34.3392778, ,V630 Sgr ,18 08 48.25,-34 20 21.4,NA     , ,4.5,p, ,17.5,V,HDE 321353
272.2094167,-26.1826111, ,Sgr      ,18 08 50.26,-26 10 57.4,UG:    , ,    , , ,    , ,m179.22489.4690
272.2110417,-27.0244722, ,Sgr      ,18 08 50.65,-27 01 28.1,UG     , ,19,I, ,20.5,I,Bul_sc42_1487
272.2133333,-26.27,*,Sgr      ,18 08 51.20,-26 16 12.0,non-CV , ,    , , ,    , ,
272.2625,-32.4711111,*,V1015 Sgr,18 09 03.00,-32 28 16.0,NA:    , ,7.1,p, ,21,j,HV 3529
272.275,-25.9922222,*,V1148 Sgr,18 09 06.00,-25 59 32.0,N      , ,8,p,<,16,p,
272.3021667,-31.6859722, ,Sgr      ,18 09 12.52,-31 41 09.5,UG     , ,18.7,I, ,20.2,I,Bul_sc7_1575
272.3074583,-29.7934444,*,Sgr      ,18 09 13.79,-29 47 36.4,CV:    , ,19.8,V, ,    , ,m115.22695.3361
272.3954167,-25.8661667,*,V4157 Sgr,18 09 34.90,-25 51 58.2,NA     , ,7,p,<,21,j,
272.4000833,-30.6223333, ,Sgr      ,18 09 36.02,-30 37 20.4,UG:    , ,    , , ,    , ,m121.22812.3138
272.4677917,-26.506, ,Sgr      ,18 09 52.27,-26 30 21.6,UGSU:  , ,17.9,I, ,20.4,I,Bul_sc16_1300
272.468125,32.0091667,*,PU Her   ,18 09 52.35,+32 00 33.0,UG     , ,15.5,p, ,19.5,p,S 4248
272.4924167,-26.3496111,*,Sgr      ,18 09 58.18,-26 20 58.6,UG     , ,18.5,I, ,20.5,I,Bul_sc16_2143
272.5434167,-27.7597778,*,V5113 Sgr,18 10 10.42,-27 45 35.2,N      , ,9,V, ,    , ,N Sgr 2003 No. 2
272.5715,-26.6861111, ,Sgr      ,18 10 17.16,-26 41 10.0,UG:    , ,    , , ,    , ,Bul_sc16_365
272.628625,-27.4574167, ,Sgr      ,18 10 30.87,-27 27 26.7,UG     , ,18.2,V, ,20.1,V,m102.23250.3841
272.6467917,-26.3940556, ,Sgr      ,18 10 35.23,-26 23 38.6,UG     , ,16.9,I, ,19.9,I,Bul_sc17_1447
272.656,-26.3333611,*,Sgr      ,18 10 37.44,-26 20 00.1,UG     , ,16.8,I,<,19.1,I,MOA-ngb11-2-1146
272.757,-28.5441667,*,V2506 Sgr,18 11 01.68,-28 32 39.0,non-CV , ,    , , ,    , ,AS 282
272.8314167,-25.8293611, ,Sgr      ,18 11 19.54,-25 49 45.7,UG     , ,19,I, ,20.7,I,Bul_sc17_4122
272.8535833,-14.9261389, ,UZ Ser   ,18 11 24.86,-14 55 34.1,UGSS   , ,11.9,v, ,16,v,56.1924
272.9415833,-30.51375,*,V4740 Sgr,18 11 45.98,-30 30 49.5,NA     , ,6.5,V,<,18,V,N Sgr 2002 No. 3
272.96325,-26.4468333,*,Sgr      ,18 11 51.18,-26 26 48.6,UG     , ,15.8,I,<,19.1,I,MOA-ngb11-2-1011
272.9953333,-30.7316667,*,Sgr      ,18 11 58.88,-30 43 54.0,CV:    , ,20.8,V, ,    , ,m125.23850.4190
273.087125,-26.2341389, ,Sgr      ,18 12 20.91,-26 14 02.9,UG:    , ,20.5,V, ,    , ,m178.24048.3166
273.1311667,67.0794444,*,IX Dra   ,18 12 31.48,+67 04 46.0,UGSU   , ,15,B, ,18.5,B,Dra6; KUV 18126+6704
273.2075833,-29.4846944,*,V4327 Sgr,18 12 49.82,-29 29 04.9,NA     , ,7.7,v, ,    , ,
273.340625,-27.8101667, ,Sgr      ,18 13 21.75,-27 48 36.6,UG:    , ,    , , ,    , ,m103.24414.4271
273.4609583,-27.7057778,*,V1830 Sgr,18 13 50.63,-27 42 20.8,UG     , ,11.5,p, ,17.5,p,
273.4645833,-26.1264444, ,Sgr      ,18 13 51.50,-26 07 35.2,UG:    , ,    , , ,    , ,m161.24700.3300
273.530375,11.6118056, ,V849 Oph ,18 14 07.29,+11 36 42.5,NB     , ,7.3,p, ,17,p,HD 167276
273.557625,-32.2079167,*,V4160 Sgr,18 14 13.83,-32 12 28.5,NA     , ,7,v,<,19,j,
273.559625,30.7269444, ,V1010 Her,18 14 14.31,+30 43 37.0,CV:    , ,17.8,p, ,19.5,p,
273.5708333,-31.1188889,*,V1175 Sgr,18 14 17.00,-31 07 08.0,N      , ,7,p,<,12,p,
273.5853412,41.8561506,*,V533 Her ,18 14 20.48,+41 51 22.1,NA     , ,3,p, ,14.8,B,
273.5917083,-27.8513333,*,V3909 Sgr,18 14 22.01,-27 51 04.8,non-CV , ,    , , ,    , ,
273.6242917,61.3929167, ,Dra      ,18 14 29.83,+61 23 34.5,CV/NL  , ,    , , ,    , ,HS 1813+6122
273.6451667,-22.6284444, ,Sgr      ,18 14 34.84,-22 37 42.4,UG     , ,17.6,V, ,20.6,V,m304.35057.1192
273.67725,-26.3695278, ,Sgr      ,18 14 42.54,-26 22 10.3,UG:    , ,    , , ,    , ,m161.25086.2455
273.7042083,-30.7247222,*,V3914 Sgr,18 14 49.01,-30 43 29.0,non-CV , ,    , , ,    , ,
273.8595833,-23.3883889,*,V1583 Sgr,18 15 26.30,-23 23 18.2,NA:    , ,8.9,p, ,21,j,HV 12320
273.8934167,-23.9868333, ,Sgr      ,18 15 34.42,-23 59 12.6,UG     , ,    , , ,    , ,m307.35708.4691
273.9231667,-22.9396667, ,Sgr      ,18 15 41.56,-22 56 22.8,UG:    , ,    , , ,    , ,m306.35724.3178
273.9455417,-22.9799444, ,Sgr      ,18 15 46.93,-22 58 47.8,UG:    , ,    , , ,    , ,m306.35892.4598
273.947,-23.2915833, ,Sgr      ,18 15 47.28,-23 17 29.7,UG:    , ,    , , ,    , ,m306.35887.1487
273.97625,-23.7065278, ,Sgr      ,18 15 54.30,-23 42 23.5,UG     , ,18.5,I, ,20.7,I,Bul_sc12_2728
273.9790417,-27.9523333,*,V2323 Sgr,18 15 54.97,-27 57 08.4,non-CV , ,    , , ,    , ,
273.9905417,-25.2591944, ,Sgr      ,18 15 57.73,-25 15 33.1,UG:    , ,    , , ,    , ,m177.25623.3642
274.0220833,-30.8541667,*,V4074 Sgr,18 16 05.30,-30 51 15.0,NB/Z AN, ,8.6,p, ,    , ,AS 295B
274.0248333,-23.0441389,*,Sgr      ,18 16 05.96,-23 02 38.9,CV:    , ,25.2,V, ,    , ,m306.36059.752
274.05425,-39.0646111,*,V370 CrA ,18 16 13.02,-39 03 52.6,non-CV , ,    , , ,    , ,HV 11880
274.0554205,49.8679192,*,AM Her   ,18 16 13.33,+49 52 04.3,AM     , ,12,V, ,15.5,V,3A 1815+498
274.0744583,-23.6487778, ,Sgr      ,18 16 17.87,-23 38 55.6,UG     , ,18.3,I, ,20.3,I,Bul_sc12_2934
274.080375,-31.7027222,*,V2839 Sgr,18 16 19.29,-31 42 09.8,UG:    , ,15.3,p, ,17.2,p,Plaut 3-281
274.1047917,-27.8826389,*,V2329 Sgr,18 16 25.15,-27 52 57.5,non-CV , ,    , , ,    , ,NSV 8428
274.1399583,-23.8675556, ,Sgr      ,18 16 33.59,-23 52 03.2,UG     , ,17.4,I, ,19.1,I,Bul_sc13_1972
274.14625,-30.735, ,Sgr      ,18 16 35.10,-30 44 06.0,UG     , ,18.6,V, ,20.9,V,m152.25800.1458
274.2021667,-22.0539722, ,Sgr      ,18 16 48.52,-22 03 14.3,UG:    , ,    , , ,    , ,m305.36409.813
274.2365833,-23.4974722,*,Sgr      ,18 16 56.78,-23 29 50.9,UG     , ,14,I,<,19,I,MOA-ngb13-2-1170
274.2456667,-25.9441389,*,V5115 Sgr,18 16 58.96,-25 56 38.9,N      , ,7.8,c, ,    , ,Nova Sagittarii 2005
274.2520417,-23.2174444, ,Sgr      ,18 17 00.49,-23 13 02.8,UG:    , ,    , , ,    , ,m306.36560.3266
274.3245,-24.2306389, ,Sgr      ,18 17 17.88,-24 13 50.3,UG     , ,18,I, ,20.2,I,Bul_sc13_691
274.3254167,-23.6408611,*,FM Sgr   ,18 17 18.10,-23 38 27.1,NA:    , ,8.6,p, ,20.5,j,HV 3994
274.34625,50.8050278,*,DV Dra   ,18 17 23.10,+50 48 18.1,UGWZ   , ,15,B,<,21,p,SVS 2704
274.3744583,-23.7321944, ,Sgr      ,18 17 29.87,-23 43 55.9,UG     , ,17,V, ,19.8,V,m311.36888.1587
274.3874167,-21.9868611, ,Sgr      ,18 17 32.98,-21 59 12.7,UG     , ,18.7,V, ,20.9,V,m308.36914.3615
274.4155417,-25.6734167, ,Sgr      ,18 17 39.73,-25 40 24.3,UG:    , ,    , , ,    , ,m159.26266.4219
274.4519167,-29.8705556, ,Sgr      ,18 17 48.46,-29 52 14.0,UG     , ,17.9,V, ,19.7,V,m148.26333.1860
274.46,-32.4449444, ,Sgr      ,18 17 50.40,-32 26 41.8,UG:    , ,    , , ,    , ,m157.26295.1160
274.461625,-30.4423333,*,V5116 Sgr,18 17 50.79,-30 26 32.4,N      , ,8.1,V, ,    , ,Nova Sgr 2005 No. 2
274.478,-23.8404722, ,Sgr      ,18 17 54.72,-23 50 25.7,UG:    , ,    , , ,    , ,m311.37055.2070
274.47825,-30.0649722, ,Sgr      ,18 17 54.78,-30 03 53.9,UG:    , ,    , , ,    , ,m148.26330.809
274.4910417,-25.7839444, ,Sgr      ,18 17 57.85,-25 47 02.2,UGSU   , ,17.7,V, ,19.4,V,m159.26395.2298
274.601375,-30.3936389, ,Sgr      ,18 18 24.33,-30 23 37.1,UG:    , ,    , , ,    , ,m148.26586.2310
274.6080833,-23.9252222, ,Sgr      ,18 18 25.94,-23 55 30.8,UG:    , ,    , , ,    , ,m311.37389.3983
274.626625,-31.4355278, ,Sgr      ,18 18 30.39,-31 26 07.9,UG:    , ,    , , ,    , ,m155.26570.1617
274.6266667,-28.2880556,*,V1149 Sgr,18 18 30.40,-28 17 17.0,NB     , ,7.4,p, ,21,j,
274.7077083,-23.6106111, ,Sgr      ,18 18 49.85,-23 36 38.2,UG:    , ,    , , ,    , ,m311.37730.3783
274.7095833,-23.6041389,*,Sgr      ,18 18 50.30,-23 36 14.9,CV:    , ,21.9,V, ,    , ,m311.37730.4143
274.725,-24.0955556,*,V1150 Sgr,18 18 54.00,-24 05 44.0,NB     , ,13.3,p,<,22,j,AS 300?
